Study_number,Authors,Title,Source,Volume,Issue,BP,EP,PubYear,Notes,Citations,DE,DLD,DOI,nonEnglish,Rank,SearchDate,SearchTerm,TF,UT,SN,Copy,DLD_count,DE_count,Requested
11444,"Unver, M. C.; Kucuk, M.; Tufekcioglu, A.","INFLUENCE OF LAND USE TYPE ON SOIL RESPIRATION RATES IN ARTYIN, TURKEY",OXIDATION COMMUNICATIONS,39,1,413,420,2016,,,Y,Y,,N,1,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000375333900001,0209-4541,,4379,4299,Y
11445,"Zhang, Zhi-Sheng; Cao, Cou-Gui; Guo, Li-Jin; Li, Cheng-Fang",Emissions of CH4 and CO2 from paddy fields as affected by tillage practices and crop residues in central China,PADDY AND WATER ENVIRONMENT,14,1,85,92,2016,,,Y,Y,10.1007/s10333-015-0480-4,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000374249300007,1611-2490,,4380,4300,
11446,"Schunk, C.; Ruth, B.; Leuchner, M.; Wastl, C.; Menzel, A.",Comparison of different methods for the in situ measurement of forest litter moisture content,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,16,2,403,415,2016,,,,,10.5194/nhess-16-403-2016,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000373920100007,1561-8633,,4380,4300,
11447,"Gorobtsova, O. N.; Gedgafova, F. V.; Uligova, T. S.; Tembotov, R. Kh.",Ecophysiological Indicators of Microbial Biomass Status in Chernozem Soils of the Central Caucasus (in the Territory of Kabardino-Balkaria with the Terek Variant of Altitudinal Zonation),RUSSIAN JOURNAL OF ECOLOGY,47,1,19,25,2016,,,Y,Y,10.1134/S1067413616010069,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000373375800003,1067-4136,,4381,4301,
11448,"Chiti, Tommaso; Certini, Giacomo; Forte, Claudia; Papale, Dario; Valentini, Riccardo",Radiocarbon-Based Assessment of Heterotrophic Soil Respiration in Two Mediterranean Forests,ECOSYSTEMS,19,1,62,72,2016,,,Y,Y,10.1007/s10021-015-9915-4,N,1,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000373017800005,1432-9840,,4382,4302,
11449,"Shen, Zhen-Xi; Wang, Jiang-Wei; Sun, Wei; Li, Shao-Wei; Fu, Gang; Zhang, Xian-Zhou; Zhang, Yang-Jian; Yu, Cheng-Qun; Shi, Pei-Li; He, Yong-Tao",The soil drying along the increase of warming masks the relation between temperature and soil respiration in an alpine meadow of Northern Tibet,POLISH JOURNAL OF ECOLOGY,64,1,125,129,2016,,,Y,Y,10.3161/15052249PJE2015.64.1.011,N,1,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000373314100011,1505-2249,,4383,4303,
11450,"Fernandez Alonso, M. J.; Ortiz Onate, C.; Gomez Fernandez, L.; Rubio Sanchez, A.",Soil CO2 efflux as early response assessment for remediation of diesel polluted soils,SPANISH JOURNAL OF SOIL SCIENCE,6,1,51,63,2016,,,Y,Y,10.3232/SJSS.2016.V6.N1.05,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000372721100007,2253-6574,,4384,4304,
11451,"Bosch, Anna; Doerfer, Corina; He, Jin-Sheng; Schmidt, Karsten; Scholten, Thomas",Predicting soil respiration for the Qinghai-Tibet Plateau: An empirical comparison of regression models,PEDOBIOLOGIA,59,1-2,41,49,2016,,,,,10.1016/j.pedobi.2016.01.002,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000372385300006,0031-4056,,4384,4304,
11452,"Velmourougane, Kulandaivelu",Impact of Organic and Conventional Systems of Coffee Farming on Soil Properties and Culturable Microbial Diversity,SCIENTIFICA,,,,,2016,,,,,10.1155/2016/3604026,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000372269900001,2090-908X,,4384,4304,
11453,"Bilandzija, Darija; Zgorelec, Zeljka; Kisic, Ivica",Influence of Tillage Practices and Crop Type on Soil CO2 Emissions,SUSTAINABILITY,8,1,,,2016,,,Y,Y,10.3390/su8010090,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000372456200090,2071-1050,,4385,4305,
11454,"Steinacher, M.; Joos, F.","Transient Earth system responses to cumulative carbon dioxide emissions: linearities, uncertainties, and probabilities in an observation-constrained model ensemble",BIOGEOSCIENCES,13,4,1071,1103,2016,,,,,10.5194/bg-13-1071-2016,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000372082200013,1726-4170,,4385,4305,
11455,"Ago, Expedit Evariste; Agbossou, Euloge Kossi; Ozer, Pierre; Aubinet, Marc",CO2 measurement and carbon sequestration in West African terrestrial ecosystems. A review,BIOTECHNOLOGIE AGRONOMIE SOCIETE ET ENVIRONNEMENT,20,1,68,82,2016,,,,,,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000371815500007,1370-6233,,4385,4305,
11456,"Xia, L.; Robock, A.; Tilmes, S.; Neely, R. R., III",Stratospheric sulfate geoengineering could enhance the terrestrial photosynthesis rate,ATMOSPHERIC CHEMISTRY AND PHYSICS,16,3,1479,1489,2016,,,,,10.5194/acp-16-1479-2016,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000371284100018,1680-7316,,4385,4305,
11457,"Ohtsuka, Toshiyuki; Muraoka, Hiroyuki; Saigusa, Nobuko; Iimura, Yasuo; Koizumi, Hiroshi",Biometric-Based Estimations of Net Primary Production (NPP) in Forest Ecosystems,CANOPY PHOTOSYNTHESIS: FROM BASICS TO APPLICATIONS,42,,333,351,2016,,,,,10.1007/978-94-017-7291-4_12,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000370954800013,1572-0233,,4385,4305,
11458,"Lopez-Ballesteros, Ana; Serrano-Ortiz, Penelope; Sanchez-Canete, Enrique P.; Oyonarte, Cecilio; Kowalski, Andrew S.; Perez-Priego, Oscar; Domingo, Francisco",Enhancement of the net CO2 release of a semiarid grassland in SE Spain by rain pulses,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,121,1,52,66,2016,,,Y,Y,10.1002/2015JG003091,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000370173100003,2169-8953,,4386,4306,
11459,"Huang, Yuanyuan; Gerber, Stefan",Nitrogen restrictions buffer modeled interactions of water with the carbon cycle,JOURNAL OF GEOPHYSICAL RESEARCH-BIOGEOSCIENCES,121,1,218,232,2016,,,,,10.1002/2015JG003148,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000370173100014,2169-8953,,4386,4306,
11460,"Lu, Xingli; Lu, Xingneng; Tanveer, Sikander Khan; Wen, Xiaoxia; Liao, Yuncheng",Effects of tillage management on soil CO2 emission and wheat yield under rain-fed conditions,SOIL RESEARCH,54,1,38,48,2016,,,Y,Y,10.1071/SR14300,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000369785200005,1838-675X,,4387,4307,
11461,"Shen, W.; Jenerette, G. D.; Hui, D.; Scott, R. L.","Precipitation legacy effects on dryland ecosystem carbon fluxes: direction, magnitude and biogeochemical carryovers",BIOGEOSCIENCES,13,2,425,439,2016,,,,,10.5194/bg-13-425-2016,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000369524500006,1726-4170,,4387,4307,
11462,"Wood, Tana E.; Matthews, Danielle; Vandecar, Karen; Lawrence, Deborah",Short-term variability in labile soil phosphorus is positively related to soil moisture in a humid tropical forest in Puerto Rico,BIOGEOCHEMISTRY,127,1,35,43,2016,,,,,10.1007/s10533-015-0150-z,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368722700003,0168-2563,,4387,4307,
11463,"Kang, Hongzhang; Fahey, Timothy J.; Bae, Kikang; Fisk, Melany; Sherman, Ruth E.; Yanai, Ruth D.; See, Craig R.",Response of forest soil respiration to nutrient addition depends on site fertility,BIOGEOCHEMISTRY,127,1,113,124,2016,,,Y,Y,10.1007/s10533-015-0172-6,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368722700008,0168-2563,,4388,4308,
11464,"Yang, Shengxiang; Cao, Jianbing; Li, Fengmei; Peng, Xizhu; Peng, Qingjing; Yang, Zhihui; Chai, Liyuan",Field evaluation of the effectiveness of three industrial by-products as organic amendments for phytostabilization of a Pb/Zn mine tailings,ENVIRONMENTAL SCIENCE-PROCESSES & IMPACTS,18,1,95,103,2016,,,,,10.1039/c5em00471c,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368858400011,2050-7887,,4388,4308,
11465,"Wang, Caixia; Wang, Feifei; Zhang, Qingming; Liang, Wenxing",Individual and combined effects of tebuconazole and carbendazim on soil microbial activity,EUROPEAN JOURNAL OF SOIL BIOLOGY,72,,6,13,2016,,,,,10.1016/j.ejsobi.2015.12.005,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368951200002,1164-5563,,4388,4308,
11466,"Romero-Freire, A.; Garcia Fernandez, I.; Simon Torres, M.; Martinez Garzon, F. J.; Martin Peinado, F. J.",Long-term toxicity assessment of soils in a recovered area affected by a mining spill,ENVIRONMENTAL POLLUTION,208,,553,561,2016,,,,,10.1016/j.envpol.2015.10.029,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368306500030,0269-7491,,4388,4308,
11467,"Ju, Chao; Xu, Jun; Wu, Xiaohu; Dong, Fengshou; Liu, Xingang; Zheng, Yongquan","Effects of myclobutanil on soil microbial biomass, respiration, and soil nitrogen transformations",ENVIRONMENTAL POLLUTION,208,,811,820,2016,,,,,10.1016/j.envpol.2015.11.003,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368306500059,0269-7491,,4388,4308,
11468,"Paz-Ferreiro, Jorge; Fu, Shenglei",Biological Indices for Soil Quality Evaluation: Perspectives and Limitations,LAND DEGRADATION & DEVELOPMENT,27,1,14,25,2016,,,,,10.1002/ldr.2262,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368588900002,1085-3278,,4388,4308,
11469,"Hasler, Caleb T.; Butman, David; Jeffrey, Jennifer D.; Suski, Cory D.",Freshwater biota and rising pCO(2)?,ECOLOGY LETTERS,19,1,98,108,2016,,,,,10.1111/ele.12549,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368073000012,1461-023X,,4388,4308,
11470,"Drake, John E.; Macdonald, Catriona A.; Tjoelker, Mark G.; Crous, Kristine Y.; Gimeno, Teresa E.; Singh, Brajesh K.; Reich, Peter B.; Anderson, Ian C.; Ellsworth, David S.",Short-term carbon cycling responses of a mature eucalypt woodland to gradual stepwise enrichment of atmospheric CO2 concentration,GLOBAL CHANGE BIOLOGY,22,1,380,390,2016,,,Y,Y,10.1111/gcb.13109,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367982900030,1354-1013,,4389,4309,
11471,"Drewer, Julia; Dufosse, Karine; Skiba, Ute M.; Gabrielle, Benoit",Changes in isotopic signatures of soil carbon and CO2 respiration immediately and one year after Miscanthus removal,GLOBAL CHANGE BIOLOGY BIOENERGY,8,1,59,65,2016,,,Y,Y,10.1111/gcbb.12230,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000368172500007,1757-1693,,4390,4310,
11472,"Feng, Wenting; Boily, Jean-Francois; Erhagen, Bjoern; Nilsson, Mats B.; Klaminder, Jonatan",Millennia-old organic carbon in a boreal paleosol: chemical properties and their link to mineralizable carbon fraction,JOURNAL OF SOILS AND SEDIMENTS,16,1,85,94,2016,,,,,10.1007/s11368-015-1197-0,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367893100008,1439-0108,,4390,4310,
11473,"Liu, Xiuping; Zhang, Wanjun; Zhang, Bin; Yang, Qihong; Chang, Jianguo; Hou, Ke","Diurnal variation in soil respiration under different land uses on Taihang Mountain, North China",ATMOSPHERIC ENVIRONMENT,125,,283,292,2016,,,Y,Y,10.1016/j.atmosenv.2015.11.034,N,1,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367636500029,1352-2310,,4391,4311,
11474,"van Gestel, Natasja C.; Dhungana, Nirmala; Tissue, David T.; Zak, John C.",Seasonal microbial and nutrient responses during a 5-year reduction in the daily temperature range of soil in a Chihuahuan Desert ecosystem,OECOLOGIA,180,1,265,277,2016,,,Y,Y,10.1007/s00442-015-3452-x,N,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367613800025,0029-8549,,4392,4312,
11475,"Hu, Xiaokang; Liu, Lingli; Zhu, Biao; Du, Enzai; Hu, Xueyang; Li, Peng; Zhou, Zhang; Ji, Chengjun; Zhu, Jiangling; Shen, Haihua; Fang, Jingyun","Asynchronous responses of soil carbon dioxide, nitrous oxide emissions and net nitrogen mineralization to enhanced fine root input",SOIL BIOLOGY & BIOCHEMISTRY,92,,67,78,2016,,,,,10.1016/j.soilbio.2015.09.019,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367487700008,0038-0717,,4392,4312,
11476,"Fry, Ellen L.; Manning, Peter; Macdonald, Catriona; Hasegawa, Shun; De Palma, Adriana; Power, Sally A.; Singh, Brajesh K.",Shifts in microbial communities do not explain the response of grassland ecosystem function to plant functional composition and rainfall change,SOIL BIOLOGY & BIOCHEMISTRY,92,,199,210,2016,,,,,10.1016/j.soilbio.2015.10.006,N,3,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367487700021,0038-0717,,4392,4312,
11477,"ArchMiller, Althea A.; Samuelson, Lisa J.",Intra-annual variation of soil respiration across four heterogeneous longleaf pine forests in the southeastern United States,FOREST ECOLOGY AND MANAGEMENT,359,,370,380,2016,,,Y,Y,10.1016/j.foreco.2015.05.016,N,1,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000366789500038,0378-1127,,4393,4313,
11478,"Sierra, M.; Martinez, F. J.; Braojos, V.; Romero-Freire, A.; Ortiz-Bernad, I.; Martin, F. J.",Chemical stabilization of organic carbon in agricultural soils in a semi-arid region (SE Spain),JOURNAL OF AGRICULTURAL SCIENCE,154,1,87,97,2016,,,,,10.1017/S002185961500012X,N,4,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000367194200008,0021-8596,,4393,4313,
11479,"da Silva, Carolina Melo; Vasconcelos, Steel Silva; Mourao Junior, Moises; Capela Bispo, Carlos Jose; Kato, Osvaldo Ryohei; da Silva Junior, Alberto Cruz; Castellani, Debora Cristina",Temporal variation of soil CO2 efflux in oil palm-based agroforestry systems in eastern Amazon,ACTA AMAZONICA,46,1,1,11,2016,,,Y,Y,10.1590/1809-4392201500193,Y,2,1/29/2018,"""soil respiration"" OR ""soil surface CO2 flux"" OR ""soil co2 evolution""",,WOS:000364907000001,0044-5967,,4394,4314,
11480,"Wang, XG; Zhou, MH; Li, T; Ke, Y; Zhu, B",Land use change effects on ecosystemcarbon budget in the Sichuan Basin of Southwest China: Conversion of cropland to forest ecosystem,SCIENCE OF THE TOTAL ENVIRONMENT,609,,556,562,2017,,,Y,Y,10.1016/j.scitotenv.2017.07.167,N,2,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000410352900061,0048-9697,,4395,4315,
11481,"Zhang, T; Wang, GX; Yang, Y; Mao, TX; Chen, XP",Grassland types and season-dependent response of ecosystem respiration to experimental warming in a permafrost region in the Tibetan Plateau,AGRICULTURAL AND FOREST METEOROLOGY,247,,271,279,2017,,,Y,Y,10.1016/j.agrformet.2017.08.010,N,2,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000416186700025,0168-1923,,4396,4316,
11482,"Garcia, AG; Di Bella, CM; Houspanossian, J; Magliano, PN; Jobbagy, EG; Posse, G; Fernandez, RJ; Nosetto, MD",Patterns and controls of carbon dioxide and water vapor fluxes in a dry forest of central Argentina,AGRICULTURAL AND FOREST METEOROLOGY,247,,520,532,2017,,,,,10.1016/j.agrformet.2017.08.015,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000416186700048,0168-1923,,4396,4316,
11483,"Cui, TF; Martz, L; Guo, XL",Grassland Phenology Response to Drought in the Canadian Prairies,REMOTE SENSING,9,12,,,2017,,,,,10.3390/rs9121258,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000419235700054,2072-4292,,4396,4316,
11484,"Bennett, LT; Bruce, MJ; Machunter, J; Kohout, M; Krishnaraj, SJ; Aponte, C",Assessing fire impacts on the carbon stability of fire-tolerant forests,ECOLOGICAL APPLICATIONS,27,8,2497,2513,2017,,,,,10.1002/eap.1626,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000416862700019,1051-0761,,4396,4316,
11486,"Motew, M; Chen, X; Booth, EG; Carpenter, SR; Pinkas, P; Zipper, SC; Loheide, SP; Donner, SD; Tsuruta, K; Vadas, PA; Kucharik, CJ",The Influence of Legacy P on Lake Water Quality in a Midwestern Agricultural Watershed,ECOSYSTEMS,20,8,1468,1482,2017,,,,,10.1007/s10021-017-0125-0,N,4,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000417063300006,1432-9840,,4396,4316,
11487,"Zhou, LH; Li, H; Shen, HH; Xu, YP; Wang, YH; Xing, AJ; Fang, JY",Shrub-encroachment induced alterations in input chemistry and soil microbial community affect topsoil organic carbon in an Inner Mongolian grassland,BIOGEOCHEMISTRY,136,3,311,324,2017,,,,,10.1007/s10533-017-0396-8,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000416325100006,0168-2563,,4396,4316,
11490,"Gharun, M; Possell, M; Bell, TL; Adams, MA","Optimisation of fuel reduction burning regimes for carbon, water and vegetation outcomes",JOURNAL OF ENVIRONMENTAL MANAGEMENT,203,,157,170,2017,,,,,10.1016/j.jenvman.2017.07.056,N,4,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000412251300017,0301-4797,,4396,4316,
11491,"Hernandez, L; Jandl, R; Blujdea, VNB; Lehtonen, A; Kriiska, K; Alberdi, I; Adermann, V; Canellas, I; Marin, G; Moreno-Fernandez, D; Ostonen, I; Varik, M; Didion, M",Towards complete and harmonized assessment of soil carbon stocks and balance in forests: The ability of the Yasso07 model across a wide gradient of climatic and forest conditions in Europe,SCIENCE OF THE TOTAL ENVIRONMENT,599,,1171,1180,2017,,,,,10.1016/j.scitotenv.2017.03.298,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000405253500014,0048-9697,,4396,4316,
11493,"Jones, H; Black, TA; Jassal, RS; Nesic, Z; Grant, N; Bhatti, JS; Sidders, D","Water balance, surface conductance and water use efficiency of two young hybrid-poplar plantations in Canada's aspen parkland",AGRICULTURAL AND FOREST METEOROLOGY,246,,256,271,2017,,,,,10.1016/j.agrformet.2017.04.007,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000408782000023,0168-1923,,4396,4316,
11494,"Klosterhalfen, A; Herbst, M; Weihermuller, L; Graf, A; Schmidt, M; Stadler, A; Schneider, K; Subke, JA; Huisman, JA; Vereecken, H",Multi-site calibration and validation of a net ecosystem carbon exchange model for croplands,ECOLOGICAL MODELLING,363,,137,156,2017,,,,,10.1016/j.ecolmodel.2017.07.028,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000413609300012,0304-3800,,4396,4316,
11495,"Weiser, C; Bischof, R; Hess, H",Effects of method of harvest of Triticum aestivum L. on straw biomass and estimated accumulation of soil carbon,EUROPEAN JOURNAL OF SOIL SCIENCE,68,6,971,978,2017,,,,,10.1111/ejss.12470,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000416120000019,1351-0754,,4396,4316,
11497,"Alemu, AW; Janzen, H; Little, S; Hao, XY; Thompson, DJ; Baron, V; Iwaasa, A; Beauchemin, KA; Krobel, R",Assessment of grazing management on farm greenhouse gas intensity of beef production systems in the Canadian Prairies using life cycle assessment,AGRICULTURAL SYSTEMS,158,,1,13,2017,,,Y,Y,10.1016/j.agsy.2017.08.003,N,2,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000413609900001,0308-521X,,4397,4317,
11498,"Pei, JM; Zhuang, S; Cui, J; Li, JQ; Li, B; Wu, JH; Fang, CM",Biochar decreased the temperature sensitivity of soil carbon decomposition in a paddy field,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,249,,156,164,2017,,,,,10.1016/j.agee.2017.08.029,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000412256000018,0167-8809,,4397,4317,
11501,"Du, CM; Shang, C; Wang, T; Xiao, X; Ruan, JJ; Ma, DY; Tang, YT; Qiu, RL",Study of the Process and Mechanism of the Remediation of Phenol Contaminated Soil by Plasma Vibrated Bed,PLASMA CHEMISTRY AND PLASMA PROCESSING,37,6,1635,1653,2017,,,,,10.1007/s11090-017-9850-6,N,4,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000412918100012,0272-4324,,4397,4317,
11502,"Ouyang, HL; Lan, SB; Yang, HJ; Hu, CX",Mechanism of biocrusts boosting and utilizing non-rainfall water in Hobq Desert of China,APPLIED SOIL ECOLOGY,120,,70,80,2017,,,,,10.1016/j.apsoil.2017.07.024,N,3,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000411866600009,0929-1393,,4397,4317,
11503,"Segura, JH; Nilsson, MB; Haei, M; Sparrman, T; Mikkola, JP; Grasvik, J; Schleucher, J; Oquist, MG",Microbial mineralization of cellulose in frozen soils,NATURE COMMUNICATIONS,8,,,,2017,,,,,10.1038/s41467-017-01230-y,N,4,1/30/2018,"“soil"" AND ""carbon balance""",,WOS:000413832800009,2041-1723,,4397,4317,
